year,month,day_of_month,day_of_week,total_trains_on_route,total_schedules_by_day,avg_stops_per_train,cancelled_trains_by_day,cancelled_stops_by_day,delay_count_by_day,delay_rate,delay_count_arrivals,delay_count_departures,max_delay_minutes,avg_delay_minutes,median_delay_minutes,delays_5_15min,delays_15_30min,delays_30_60min,delays_over_60min,first_stop_delay_count,delay_propagation_ratio,delay_count_by_train_type,top_10_common_delays,rolling_delay_rate_7d
2018,1,1,1,202,15242,75.46,0,34,3957,0.2596,1987,1970,78,10.8,8.0,3369,469,88,31,20,0.0338,"{""IC"": 2848, ""S"": 740, ""PVV"": 104, ""PYO"": 97, ""HDM"": 26, ""AE"": 124, ""MV"": 18}","[5, 6, 7, 8, 10, 9, 12, 13, 11, 14]",0.2596
2018,1,2,2,246,17776,72.26,0,0,5387,0.303,2683,2704,85,12.97,9.0,4041,988,311,47,34,0.0234,"{""IC"": 4028, ""S"": 832, ""PVV"": 237, ""PYO"": 66, ""HSM"": 32, ""HDM"": 58, ""AE"": 134}","[5, 6, 7, 8, 10, 9, 11, 12, 14, 13]",0.2813
2018,1,3,3,247,17808,72.1,5,92,3849,0.2161,1924,1925,48,10.35,8.0,3064,699,86,0,20,0.037,"{""IC"": 2983, ""S"": 434, ""PVV"": 116, ""PYO"": 138, ""HSM"": 28, ""HDM"": 34, ""AE"": 100, ""MV"": 16}","[5, 6, 7, 8, 9, 10, 12, 11, 13, 19]",0.2596
2018,1,4,4,247,17596,71.24,2,28,3982,0.2263,2000,1982,105,12.33,8.0,3284,502,68,128,24,0.0315,"{""IC"": 3122, ""S"": 358, ""PVV"": 172, ""PYO"": 75, ""HSM"": 70, ""HDM"": 74, ""AE"": 101, ""MV"": 10}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 13]",0.2512
2018,1,5,5,253,18560,73.36,0,0,4144,0.2233,2073,2071,39,11.06,8.0,3258,763,123,0,22,0.0319,"{""IC"": 2981, ""PVV"": 72, ""S"": 638, ""PYO"": 195, ""HSM"": 6, ""HDM"": 76, ""MV"": 176}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 13]",0.2457
2018,1,6,6,191,14952,78.28,4,360,2895,0.1936,1450,1445,57,11.96,8.0,2066,636,193,0,19,0.0368,"{""IC"": 2079, ""PVV"": 124, ""S"": 532, ""PYO"": 102, ""HSM"": 18, ""HDM"": 35, ""AE"": 5}","[5, 6, 7, 8, 9, 16, 10, 13, 14, 15]",0.237
2018,1,7,7,203,14978,73.78,1,48,5118,0.3417,2558,2560,82,13.16,10.0,3551,1237,328,2,26,0.0228,"{""IC"": 3640, ""S"": 754, ""PVV"": 182, ""PYO"": 135, ""HSM"": 16, ""HDM"": 32, ""AE"": 249, ""MV"": 110}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 14]",0.2519
2018,1,8,1,244,17134,70.22,0,0,5248,0.3063,2640,2608,58,13.76,9.0,3474,1316,458,0,34,0.025,"{""IC"": 3822, ""S"": 1070, ""PVV"": 46, ""HSM"": 28, ""HDM"": 76, ""AE"": 167, ""MV"": 39}","[5, 6, 7, 8, 9, 12, 11, 10, 16, 13]",0.2586
2018,1,9,2,252,17560,69.68,1,86,4210,0.2397,2117,2093,167,19.54,9.0,3063,517,194,436,22,0.029,"{""S"": 523, ""IC"": 3103, ""PVV"": 119, ""HSM"": 21, ""HDM"": 70, ""AE"": 179, ""MV"": 195}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.2496
2018,1,10,3,245,17274,70.51,0,0,4394,0.2544,2209,2185,56,11.85,9.0,3153,1087,154,0,27,0.0307,"{""IC"": 3278, ""S"": 826, ""PVV"": 8, ""PYO"": 57, ""HSM"": 51, ""HDM"": 106, ""AE"": 44, ""MV"": 24}","[5, 6, 7, 8, 9, 10, 11, 12, 16, 15]",0.255
2018,1,11,4,246,17402,70.74,1,48,4829,0.2775,2424,2405,122,12.89,9.0,3805,679,259,86,33,0.0324,"{""IC"": 3597, ""S"": 925, ""PVV"": 49, ""PYO"": 55, ""HSM"": 6, ""HDM"": 109, ""AE"": 59, ""MV"": 29}","[5, 6, 7, 8, 10, 9, 11, 12, 13, 14]",0.2624
2018,1,12,5,248,17556,70.79,1,36,5299,0.3018,2657,2642,84,12.39,10.0,3788,1314,163,34,33,0.0254,"{""IC"": 4189, ""PVV"": 61, ""S"": 683, ""PYO"": 56, ""HSM"": 55, ""HDM"": 65, ""AE"": 104, ""MV"": 86}","[5, 6, 7, 8, 11, 10, 9, 13, 18, 17]",0.2736
2018,1,13,6,188,14250,75.8,1,114,1860,0.1305,933,927,77,13.8,8.0,1465,206,74,115,10,0.0441,"{""IC"": 1473, ""PVV"": 21, ""S"": 282, ""PYO"": 9, ""HSM"": 18, ""HDM"": 24, ""AE"": 33}","[5, 6, 7, 9, 8, 11, 13, 10, 12, 14]",0.2646
2018,1,14,7,198,14614,73.81,0,0,1553,0.1063,784,769,29,7.81,6.0,1431,122,0,0,4,0.0572,"{""IC"": 1110, ""PVV"": 35, ""S"": 339, ""PYO"": 26, ""HDM"": 30, ""AE"": 13}","[5, 6, 7, 8, 9, 10, 15, 12, 11, 16]",0.2309
2018,1,15,1,247,17220,69.72,2,110,3862,0.2243,1934,1928,108,15.32,8.0,2886,501,346,129,22,0.0276,"{""IC"": 2858, ""S"": 783, ""PVV"": 26, ""HSM"": 33, ""HDM"": 33, ""AE"": 69, ""MV"": 60}","[5, 6, 7, 8, 9, 10, 11, 15, 14, 12]",0.2192
2018,1,16,2,245,17096,69.78,4,62,3944,0.2307,1980,1964,109,12.85,9.0,2835,939,116,54,22,0.0323,"{""IC"": 2925, ""S"": 594, ""HSM"": 1, ""HDM"": 115, ""AE"": 167, ""MV"": 142}","[5, 6, 7, 8, 10, 9, 15, 11, 12, 14]",0.2179
2018,1,17,3,243,17248,70.98,0,22,6120,0.3548,3064,3056,120,14.26,9.0,4177,1393,466,84,33,0.0223,"{""IC"": 4282, ""S"": 1044, ""PVV"": 134, ""PYO"": 109, ""HSM"": 28, ""HDM"": 89, ""AE"": 368, ""MV"": 66}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 17]",0.2323
2018,1,18,4,249,17494,70.26,5,254,8185,0.4679,4109,4076,164,13.68,10.0,5999,1880,104,202,41,0.0175,"{""IC"": 5849, ""S"": 1436, ""PVV"": 70, ""PYO"": 153, ""HSM"": 7, ""HDM"": 229, ""AE"": 398, ""MV"": 43}","[5, 6, 7, 8, 10, 9, 11, 12, 16, 13]",0.2595
2018,1,19,5,253,17676,69.87,4,104,7995,0.4523,4003,3992,129,16.58,11.0,5345,1726,603,321,51,0.0193,"{""IC"": 5812, ""S"": 1376, ""PVV"": 32, ""PYO"": 37, ""HSM"": 92, ""HDM"": 233, ""AE"": 269, ""MV"": 144}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.281
2018,1,20,6,191,14258,74.65,0,0,3686,0.2585,1844,1842,100,13.75,9.0,2844,563,129,150,20,0.0293,"{""IC"": 2790, ""S"": 478, ""PYO"": 22, ""HSM"": 19, ""HDM"": 96, ""AE"": 202, ""MV"": 79}","[5, 6, 8, 7, 12, 9, 11, 10, 14, 13]",0.2993
2018,1,21,7,202,14676,72.65,6,108,5616,0.3827,2817,2799,50,11.01,9.0,4392,1127,97,0,32,0.026,"{""IC"": 3952, ""S"": 1247, ""PVV"": 4, ""PYO"": 53, ""HSM"": 54, ""HDM"": 106, ""AE"": 148, ""MV"": 52}","[5, 7, 6, 9, 8, 10, 11, 12, 13, 14]",0.3387
2018,1,22,1,249,17250,69.28,11,222,6639,0.3849,3335,3304,73,12.76,9.0,5285,839,355,160,30,0.0213,"{""IC"": 5054, ""S"": 890, ""PVV"": 32, ""HSM"": 56, ""HDM"": 118, ""AE"": 340, ""MV"": 149}","[5, 6, 7, 10, 9, 8, 12, 11, 13, 14]",0.3617
2018,1,23,2,251,17544,69.9,5,182,7557,0.4307,3799,3758,71,12.86,9.0,5693,1305,522,37,40,0.0217,"{""IC"": 5785, ""S"": 1149, ""PVV"": 28, ""PYO"": 34, ""HSM"": 106, ""HDM"": 147, ""AE"": 197, ""MV"": 111}","[6, 5, 7, 8, 9, 10, 12, 11, 13, 14]",0.3903
2018,1,24,3,246,17414,70.79,4,132,10247,0.5884,5136,5111,151,18.32,14.0,5295,3233,1503,216,73,0.0175,"{""S"": 2092, ""IC"": 7383, ""PVV"": 97, ""PYO"": 118, ""HSM"": 20, ""HDM"": 286, ""AE"": 237, ""MV"": 14}","[7, 5, 6, 8, 10, 9, 13, 11, 15, 12]",0.4236
2018,1,25,4,248,17546,70.75,5,150,6431,0.3665,3222,3209,81,14.66,11.0,4146,1684,588,13,44,0.0235,"{""S"": 823, ""IC"": 4977, ""PVV"": 66, ""PYO"": 51, ""HSM"": 23, ""HDM"": 127, ""AE"": 268, ""MV"": 96}","[5, 6, 7, 9, 8, 14, 10, 12, 11, 13]",0.4091
2018,1,26,5,251,17774,70.81,5,112,4364,0.2455,2184,2180,108,9.47,8.0,3843,476,23,22,31,0.0363,"{""IC"": 3479, ""S"": 542, ""PVV"": 11, ""PYO"": 109, ""HDM"": 89, ""AE"": 38, ""MV"": 96}","[5, 6, 7, 8, 10, 9, 11, 12, 13, 15]",0.3796
2018,1,27,6,191,14226,74.48,5,90,1662,0.1168,837,825,53,11.65,7.0,1319,202,141,0,11,0.0514,"{""IC"": 1207, ""S"": 166, ""PYO"": 59, ""HSM"": 12, ""HDM"": 45, ""AE"": 112, ""MV"": 61}","[5, 6, 7, 9, 8, 13, 12, 11, 15, 14]",0.3594
2018,1,28,7,203,14896,73.38,4,70,3344,0.2245,1680,1664,59,10.46,8.0,2711,523,110,0,15,0.0343,"{""IC"": 2281, ""S"": 734, ""PVV"": 49, ""PYO"": 61, ""HSM"": 18, ""HDM"": 50, ""AE"": 123, ""MV"": 28}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 16]",0.3368
2018,1,29,1,243,17148,70.57,1,20,3481,0.203,1746,1735,65,13.63,8.0,2574,535,329,43,19,0.0292,"{""IC"": 2625, ""S"": 425, ""PYO"": 93, ""HSM"": 15, ""HDM"": 115, ""AE"": 188, ""MV"": 20}","[5, 6, 7, 8, 9, 12, 10, 11, 16, 13]",0.3108
2018,1,30,2,254,17932,70.6,2,364,7446,0.4152,3731,3715,117,17.15,11.0,4705,1719,708,314,47,0.0209,"{""IC"": 4713, ""S"": 1789, ""PVV"": 15, ""PYO"": 41, ""HSM"": 130, ""HDM"": 75, ""AE"": 316, ""MV"": 367}","[5, 6, 8, 7, 11, 9, 10, 13, 12, 14]",0.3086
2018,1,31,3,255,18106,71.0,3,434,4540,0.2507,2277,2263,157,15.27,9.0,3326,815,274,125,30,0.0283,"{""IC"": 2703, ""S"": 823, ""PVV"": 69, ""PYO"": 68, ""HSM"": 106, ""HDM"": 93, ""AE"": 223, ""MV"": 455}","[5, 6, 8, 7, 9, 10, 11, 15, 12, 14]",0.2603
2018,2,1,4,245,17462,71.27,6,102,8580,0.4914,4304,4276,101,17.2,13.0,4875,2549,921,235,55,0.0202,"{""IC"": 5958, ""S"": 1896, ""PVV"": 10, ""PYO"": 157, ""HSM"": 63, ""HDM"": 157, ""AE"": 332, ""MV"": 7}","[5, 6, 9, 8, 7, 13, 12, 10, 15, 14]",0.2782
2018,2,2,5,248,17786,71.72,0,58,8663,0.4871,4346,4317,68,15.4,12.0,5277,2362,955,69,59,0.0203,"{""IC"": 6721, ""S"": 1235, ""PVV"": 71, ""PYO"": 46, ""HSM"": 60, ""HDM"": 212, ""AE"": 203, ""MV"": 115}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.3127
2018,2,3,6,187,14136,75.59,4,80,4559,0.3225,2289,2270,50,10.96,9.0,3706,693,160,0,18,0.0293,"{""IC"": 3472, ""S"": 573, ""PVV"": 4, ""PYO"": 63, ""HSM"": 67, ""HDM"": 115, ""AE"": 265}","[5, 6, 9, 7, 10, 8, 11, 12, 13, 16]",0.3421
2018,2,4,7,203,14968,73.73,0,0,6164,0.4118,3101,3063,86,13.87,11.0,3880,1878,375,31,37,0.0226,"{""IC"": 4383, ""S"": 1219, ""PYO"": 130, ""HSM"": 53, ""HDM"": 71, ""AE"": 188, ""MV"": 120}","[5, 6, 7, 8, 11, 10, 9, 12, 16, 14]",0.3688
2018,2,5,1,254,18144,71.43,3,378,9915,0.5465,4969,4946,201,19.79,13.0,5319,2891,1379,326,68,0.0162,"{""IC"": 6763, ""S"": 1852, ""PVV"": 101, ""PYO"": 235, ""HSM"": 43, ""HDM"": 182, ""AE"": 399, ""MV"": 340}","[6, 5, 8, 7, 9, 11, 12, 10, 17, 13]",0.4179
2018,2,6,2,244,17596,72.11,0,16,9951,0.5655,4997,4954,351,19.71,14.0,5259,2787,1604,301,65,0.0187,"{""IC"": 6942, ""S"": 1617, ""PVV"": 73, ""PYO"": 283, ""HSM"": 77, ""HDM"": 255, ""AE"": 506, ""MV"": 198}","[5, 6, 7, 10, 9, 12, 13, 11, 8, 14]",0.4394
2018,2,7,3,250,17812,71.25,3,160,8888,0.499,4464,4424,110,15.3,12.0,5622,2425,715,126,57,0.0181,"{""IC"": 6241, ""S"": 1552, ""PVV"": 95, ""PYO"": 169, ""HSM"": 103, ""HDM"": 161, ""P"": 176, ""AE"": 278, ""MV"": 113}","[5, 6, 7, 9, 8, 11, 10, 12, 13, 14]",0.4748
2018,2,8,4,249,17878,71.8,5,130,8418,0.4709,4216,4202,86,17.23,11.0,5112,2106,950,250,50,0.0185,"{""IC"": 6165, ""S"": 1385, ""PVV"": 18, ""PYO"": 112, ""HSM"": 32, ""HDM"": 149, ""AE"": 296, ""MV"": 261}","[5, 6, 7, 8, 10, 9, 11, 12, 13, 14]",0.4719
2018,2,9,5,250,18304,73.22,1,90,6787,0.3708,3401,3386,132,18.15,10.0,4641,1156,644,346,37,0.0192,"{""S"": 1275, ""IC"": 4428, ""PVV"": 3, ""PYO"": 313, ""HSM"": 40, ""HDM"": 178, ""AE"": 462, ""MV"": 88}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.4553
2018,2,10,6,190,14684,77.28,0,0,3420,0.2329,1710,1710,50,12.11,8.0,2595,535,290,0,18,0.0344,"{""S"": 360, ""IC"": 2654, ""PVV"": 3, ""PYO"": 81, ""HSM"": 40, ""HDM"": 47, ""AE"": 147, ""MV"": 88}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 16]",0.4425
2018,2,11,7,205,15214,74.21,2,108,4607,0.3028,2307,2300,92,11.93,8.0,3852,442,205,108,20,0.028,"{""IC"": 3400, ""S"": 858, ""PYO"": 59, ""HSM"": 36, ""HDM"": 54, ""AE"": 151, ""MV"": 49}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 14]",0.4269
2018,2,12,1,245,17594,71.81,0,0,4773,0.2713,2402,2371,44,11.6,8.0,3596,930,247,0,18,0.0286,"{""IC"": 3588, ""S"": 640, ""PVV"": 5, ""PYO"": 70, ""HSM"": 19, ""HDM"": 45, ""AE"": 406}","[5, 6, 7, 8, 9, 10, 12, 11, 13, 16]",0.3876
2018,2,13,2,246,17554,71.36,2,36,4823,0.2748,2415,2408,54,11.99,9.0,3524,1039,260,0,25,0.0294,"{""IC"": 3920, ""PVV"": 13, ""S"": 553, ""PYO"": 65, ""HSM"": 25, ""HDM"": 86, ""AE"": 151, ""MV"": 10}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.3461
2018,2,14,3,251,17932,71.44,4,304,5219,0.291,2610,2609,94,15.0,10.0,3757,969,289,204,31,0.0262,"{""IC"": 3609, ""S"": 959, ""PYO"": 200, ""HSM"": 58, ""HDM"": 82, ""AE"": 178, ""MV"": 133}","[5, 6, 7, 9, 8, 14, 10, 13, 12, 11]",0.3164
2018,2,15,4,249,17644,70.86,3,130,4818,0.2731,2413,2405,118,14.04,9.0,3453,883,407,75,28,0.0296,"{""IC"": 3667, ""S"": 734, ""PVV"": 5, ""PYO"": 110, ""HSM"": 25, ""HDM"": 122, ""AE"": 41, ""MUS"": 12, ""MV"": 102}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 23]",0.2881
2018,2,16,5,256,18374,71.77,2,108,6673,0.3632,3346,3327,119,13.63,9.0,4748,1340,531,54,40,0.0246,"{""IC"": 4412, ""S"": 1040, ""PVV"": 81, ""PYO"": 393, ""HSM"": 64, ""HDM"": 159, ""AE"": 404, ""MV"": 120}","[5, 6, 7, 9, 8, 10, 11, 12, 13, 17]",0.287
2018,2,17,6,193,14638,75.84,1,6,3128,0.2137,1570,1558,42,11.13,8.0,2423,541,164,0,13,0.0336,"{""IC"": 2124, ""PVV"": 56, ""S"": 420, ""PYO"": 188, ""HDM"": 74, ""AE"": 197, ""MV"": 69}","[5, 6, 7, 8, 9, 10, 11, 14, 16, 19]",0.2843
2018,2,18,7,200,14868,74.34,3,60,3672,0.247,1837,1835,126,15.45,8.0,2768,488,278,138,16,0.0288,"{""IC"": 2675, ""S"": 584, ""PVV"": 40, ""PYO"": 108, ""HDM"": 40, ""AE"": 205, ""MV"": 20}","[5, 6, 7, 8, 9, 10, 12, 11, 13, 14]",0.2763
2018,2,19,1,245,17422,71.11,6,144,5344,0.3067,2684,2660,78,14.34,9.0,3957,739,495,153,24,0.0236,"{""IC"": 3904, ""S"": 948, ""PVV"": 2, ""PYO"": 57, ""HSM"": 42, ""HDM"": 50, ""AE"": 341}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 15]",0.2814
2018,2,20,2,248,17488,70.52,4,118,5682,0.3249,2845,2837,125,15.69,10.0,3742,1350,500,90,38,0.0227,"{""IC"": 4224, ""S"": 924, ""PVV"": 16, ""PYO"": 157, ""HSM"": 25, ""HDM"": 66, ""AE"": 174, ""MV"": 96}","[5, 6, 7, 9, 8, 10, 11, 12, 14, 13]",0.2885
2018,2,21,3,251,17784,70.85,3,180,5139,0.289,2572,2567,274,21.27,10.0,3502,922,476,239,30,0.0196,"{""IC"": 3650, ""S"": 664, ""PVV"": 101, ""PYO"": 250, ""HSM"": 50, ""HDM"": 63, ""AE"": 239, ""MV"": 122}","[5, 6, 8, 7, 9, 10, 11, 14, 15, 12]",0.2882
2018,2,22,4,249,17632,70.81,4,144,8422,0.4777,4215,4207,102,18.77,13.0,4786,2063,1355,218,62,0.0197,"{""IC"": 5657, ""S"": 1756, ""PVV"": 85, ""PYO"": 108, ""HSM"": 44, ""HDM"": 215, ""AE"": 361, ""MV"": 196}","[5, 6, 11, 8, 7, 12, 10, 9, 13, 14]",0.3175
2018,2,23,5,253,18474,73.02,0,0,6867,0.3717,3441,3426,199,17.57,9.0,4833,1385,302,347,35,0.0188,"{""IC"": 4145, ""S"": 1539, ""PVV"": 154, ""PYO"": 535, ""HSM"": 73, ""HDM"": 108, ""AE"": 267, ""MV"": 46}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 16]",0.3187
2018,2,24,6,192,14748,76.81,0,0,3727,0.2527,1875,1852,114,18.61,9.0,2422,666,449,190,25,0.0261,"{""IC"": 2674, ""S"": 253, ""PYO"": 291, ""HSM"": 18, ""HDM"": 67, ""AE"": 272, ""MV"": 152}","[5, 6, 7, 8, 9, 10, 11, 20, 19, 23]",0.3242
2018,2,25,7,203,14936,73.58,0,0,5460,0.3656,2734,2726,46,11.68,9.0,4063,1232,165,0,28,0.0242,"{""IC"": 4020, ""S"": 770, ""PVV"": 72, ""PYO"": 183, ""HSM"": 4, ""HDM"": 105, ""AE"": 282, ""MV"": 24}","[6, 5, 7, 8, 11, 10, 9, 12, 13, 14]",0.3412
2018,2,26,1,250,17610,70.44,0,0,6287,0.357,3162,3125,49,12.98,10.0,4426,1430,431,0,40,0.0281,"{""IC"": 4385, ""S"": 887, ""PVV"": 48, ""PYO"": 162, ""HSM"": 96, ""HDM"": 149, ""AE"": 402, ""MV"": 158}","[5, 6, 7, 8, 9, 10, 11, 14, 12, 13]",0.3484
2018,2,27,2,244,17556,71.95,3,220,5785,0.3295,2901,2884,127,13.44,9.0,4351,953,361,120,28,0.0287,"{""IC"": 4180, ""S"": 977, ""PVV"": 4, ""PYO"": 121, ""HSM"": 50, ""HDM"": 80, ""AE"": 373}","[5, 6, 7, 9, 8, 10, 11, 12, 15, 13]",0.349
2018,2,28,3,247,17658,71.49,4,290,5677,0.3215,2838,2839,65,11.92,9.0,4363,1044,255,15,32,0.0266,"{""IC"": 4000, ""S"": 1110, ""PVV"": 79, ""PYO"": 144, ""HSM"": 60, ""HDM"": 55, ""AE"": 217, ""MV"": 12}","[5, 6, 7, 8, 9, 10, 13, 14, 12, 11]",0.3537
2018,3,1,4,250,17524,70.1,10,420,5369,0.3064,2685,2684,67,13.87,10.0,3483,1384,482,20,37,0.0278,"{""IC"": 3822, ""S"": 1146, ""PVV"": 56, ""PYO"": 86, ""HSM"": 21, ""HDM"": 125, ""AE"": 90, ""MV"": 23}","[5, 6, 7, 8, 9, 11, 10, 20, 18, 17]",0.3292
2018,3,2,5,249,18142,72.86,4,96,6242,0.3441,3134,3108,77,11.32,9.0,4878,1158,201,5,41,0.0252,"{""IC"": 4301, ""S"": 1189, ""PVV"": 72, ""PYO"": 302, ""HSM"": 34, ""HDM"": 187, ""AE"": 157}","[5, 6, 7, 9, 8, 10, 11, 14, 12, 13]",0.3253
2018,3,3,6,191,14604,76.46,0,0,3447,0.236,1721,1726,41,11.13,9.0,2660,699,88,0,15,0.0359,"{""IC"": 2845, ""S"": 278, ""PYO"": 105, ""HDM"": 71, ""AE"": 137, ""MV"": 11}","[5, 6, 9, 7, 8, 10, 11, 12, 16, 14]",0.3229
2018,3,4,7,201,14940,74.33,0,0,4481,0.2999,2247,2234,93,13.46,8.0,3342,869,118,152,23,0.0255,"{""IC"": 2755, ""S"": 1093, ""PVV"": 83, ""PYO"": 36, ""HSM"": 52, ""HDM"": 142, ""AE"": 228, ""MV"": 92}","[5, 6, 7, 8, 9, 10, 11, 14, 15, 12]",0.3135
2018,3,5,1,246,17430,70.85,6,124,3787,0.2173,1891,1896,117,9.9,7.0,3496,186,32,73,23,0.0369,"{""IC"": 2835, ""S"": 490, ""PVV"": 30, ""PYO"": 44, ""HDM"": 160, ""AE"": 194, ""MV"": 34}","[5, 6, 7, 9, 8, 10, 11, 12, 14, 13]",0.2935
2018,3,6,2,248,17590,70.93,2,166,3426,0.1948,1717,1709,172,14.57,8.0,2676,503,126,121,17,0.0393,"{""IC"": 2299, ""S"": 730, ""PVV"": 7, ""PYO"": 25, ""HSM"": 32, ""HDM"": 66, ""AE"": 147, ""MV"": 120}","[5, 6, 7, 8, 9, 10, 11, 15, 12, 14]",0.2743
2018,3,7,3,246,17638,71.7,4,78,3864,0.2191,1947,1917,60,11.72,8.0,2994,643,225,2,24,0.034,"{""IC"": 2700, ""S"": 675, ""PVV"": 11, ""PYO"": 41, ""HSM"": 37, ""HDM"": 46, ""AE"": 111, ""MV"": 243}","[5, 6, 7, 8, 9, 10, 12, 11, 19, 13]",0.2597
2018,3,8,4,246,17492,71.11,3,42,3453,0.1974,1738,1715,70,14.03,9.0,2477,543,405,28,16,0.032,"{""IC"": 2465, ""S"": 478, ""PVV"": 108, ""PYO"": 113, ""HSM"": 18, ""HDM"": 95, ""AE"": 114, ""MV"": 62}","[5, 6, 7, 9, 8, 10, 11, 14, 17, 13]",0.2441
2018,3,9,5,251,18384,73.24,0,46,7557,0.4111,3794,3763,113,14.0,9.0,5382,1431,650,94,43,0.0225,"{""IC"": 4999, ""S"": 1325, ""PVV"": 51, ""PYO"": 360, ""HSM"": 117, ""HDM"": 191, ""AE"": 440, ""MV"": 74}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 14]",0.2537
2018,3,10,6,195,14784,75.82,2,40,3241,0.2192,1617,1624,91,11.17,9.0,2528,635,66,12,15,0.0336,"{""IC"": 2496, ""S"": 116, ""PVV"": 103, ""PYO"": 271, ""HSM"": 4, ""HDM"": 46, ""AE"": 117, ""MV"": 88}","[5, 6, 7, 11, 10, 8, 9, 12, 14, 13]",0.2513
2018,3,11,7,208,15346,73.78,5,244,5364,0.3495,2693,2671,112,17.48,11.0,3337,1341,357,329,30,0.024,"{""IC"": 3415, ""S"": 1039, ""PVV"": 116, ""PYO"": 101, ""HSM"": 19, ""HDM"": 123, ""AE"": 304, ""MV"": 247}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.2583
2018,3,12,1,247,17566,71.12,7,130,4799,0.2732,2404,2395,115,12.46,8.0,4190,357,85,167,33,0.028,"{""S"": 1016, ""IC"": 3037, ""PVV"": 33, ""PYO"": 129, ""HSM"": 89, ""HDM"": 27, ""AE"": 348, ""MV"": 120}","[5, 6, 7, 8, 9, 10, 13, 12, 11, 14]",0.2663
2018,3,13,2,249,17694,71.06,8,208,5541,0.3132,2791,2750,59,11.65,9.0,4066,1213,262,0,28,0.0259,"{""S"": 712, ""IC"": 3993, ""PVV"": 47, ""PYO"": 156, ""HSM"": 90, ""HDM"": 86, ""AE"": 349, ""MV"": 108}","[5, 6, 7, 8, 9, 10, 11, 13, 18, 17]",0.2832
2018,3,14,3,244,17402,71.32,1,18,6994,0.4019,3504,3490,109,16.23,12.0,4171,2074,598,151,39,0.0226,"{""IC"": 4988, ""S"": 1290, ""PVV"": 93, ""PYO"": 99, ""HSM"": 49, ""HDM"": 181, ""AE"": 255, ""MV"": 39}","[5, 6, 7, 8, 10, 11, 9, 12, 19, 13]",0.3094
2018,3,15,4,248,17634,71.1,3,60,7531,0.4271,3769,3762,99,16.52,10.0,5050,1532,751,198,43,0.0194,"{""IC"": 5427, ""S"": 1270, ""PVV"": 23, ""PYO"": 133, ""HSM"": 68, ""HDM"": 174, ""AE"": 282, ""MV"": 154}","[5, 6, 7, 8, 9, 10, 11, 13, 14, 12]",0.3422
2018,3,16,5,251,18278,72.82,1,138,6807,0.3724,3405,3402,60,11.96,10.0,4946,1595,265,1,41,0.0228,"{""S"": 1224, ""IC"": 4716, ""PVV"": 9, ""PYO"": 305, ""HSM"": 50, ""HDM"": 130, ""AE"": 300, ""MV"": 73}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 15]",0.3366
2018,3,17,6,189,14596,77.23,0,0,2841,0.1946,1425,1416,98,17.62,10.0,1858,455,406,122,12,0.0268,"{""IC"": 2089, ""S"": 67, ""PYO"": 440, ""HSM"": 25, ""HDM"": 48, ""AE"": 172}","[5, 6, 7, 9, 8, 10, 11, 13, 12, 16]",0.3331
2018,3,18,7,199,14848,74.61,0,0,4356,0.2934,2183,2173,96,9.92,8.0,3700,598,32,26,25,0.0322,"{""IC"": 2939, ""S"": 839, ""PYO"": 109, ""HSM"": 40, ""HDM"": 119, ""AE"": 310}","[5, 6, 7, 8, 9, 10, 11, 14, 13, 12]",0.3251
2018,3,19,1,244,17450,71.52,0,0,4055,0.2324,2036,2019,50,9.74,7.0,3382,600,73,0,14,0.0356,"{""IC"": 3081, ""S"": 630, ""PYO"": 109, ""HSM"": 33, ""HDM"": 51, ""AE"": 151}","[5, 6, 7, 8, 9, 11, 10, 12, 13, 21]",0.3193
2018,3,20,2,249,17588,70.63,5,220,6740,0.3832,3387,3353,70,13.26,9.0,5294,833,464,149,34,0.0235,"{""IC"": 4657, ""S"": 1180, ""PYO"": 130, ""HSM"": 54, ""HDM"": 116, ""AE"": 482, ""MV"": 121}","[5, 6, 7, 8, 10, 11, 9, 12, 13, 14]",0.3293
2018,3,21,3,250,17914,71.66,1,284,6524,0.3642,3281,3243,87,15.7,9.0,4338,1371,582,233,30,0.0231,"{""S"": 1176, ""IC"": 4360, ""PVV"": 99, ""PYO"": 118, ""HSM"": 77, ""HDM"": 116, ""AE"": 365, ""MV"": 213}","[5, 6, 7, 8, 9, 11, 10, 15, 12, 13]",0.3239
