year,month,day_of_month,day_of_week,total_trains_on_route,total_schedules_by_day,avg_stops_per_train,cancelled_trains_by_day,cancelled_stops_by_day,delay_count_by_day,delay_rate,delay_count_arrivals,delay_count_departures,max_delay_minutes,avg_delay_minutes,median_delay_minutes,delays_5_15min,delays_15_30min,delays_30_60min,delays_over_60min,first_stop_delay_count,delay_propagation_ratio,delay_count_by_train_type,top_10_common_delays,rolling_delay_rate_7d
2021,11,7,7,186,14292,76.84,0,0,2245,0.1571,1116,1129,75,11.69,7.0,1707,412,100,26,14,0.0404,"{""IC"": 1619, ""S"": 384, ""PYO"": 80, ""HDM"": 29, ""MV"": 133}","[5, 6, 7, 8, 10, 9, 11, 12, 15, 17]",0.1287
2021,11,8,1,214,16206,75.73,0,24,2717,0.1677,1360,1357,56,13.79,9.0,1909,493,315,0,21,0.0369,"{""S"": 409, ""IC"": 2103, ""PYO"": 49, ""HDM"": 74, ""MV"": 82}","[5, 6, 7, 8, 9, 10, 12, 14, 13, 11]",0.1342
2021,11,9,2,219,16376,74.78,2,104,2812,0.1717,1412,1400,109,17.49,9.0,1945,408,298,161,15,0.0399,"{""S"": 446, ""IC"": 2116, ""PYO"": 2, ""HSM"": 8, ""HDM"": 65, ""MV"": 175}","[5, 7, 6, 8, 9, 10, 11, 12, 13, 14]",0.1451
2021,11,10,3,215,16306,75.84,2,34,1966,0.1206,989,977,81,10.77,8.0,1549,324,92,1,10,0.0595,"{""IC"": 1676, ""S"": 151, ""PYO"": 2, ""HDM"": 22, ""MV"": 115}","[5, 6, 8, 7, 9, 11, 10, 15, 12, 14]",0.1454
2021,11,11,4,212,16170,76.27,0,0,1520,0.094,758,762,50,10.06,8.0,1308,134,78,0,8,0.0655,"{""IC"": 1256, ""S"": 158, ""PYO"": 20, ""HSM"": 71, ""HDM"": 10, ""MV"": 5}","[5, 6, 8, 9, 7, 10, 11, 12, 15, 17]",0.1304
2021,11,12,5,229,17440,76.16,1,56,2031,0.1165,1008,1023,118,11.93,8.0,1750,146,99,36,11,0.056,"{""IC"": 1652, ""S"": 161, ""PYO"": 53, ""HSM"": 15, ""HDM"": 114, ""MV"": 36}","[5, 6, 8, 7, 9, 10, 11, 14, 12, 13]",0.1282
2021,11,13,6,178,12874,72.33,0,0,1322,0.1027,656,666,31,10.31,7.0,993,328,1,0,7,0.0627,"{""IC"": 1063, ""S"": 201, ""PYO"": 41, ""HDM"": 17}","[5, 6, 7, 8, 9, 18, 19, 11, 20, 10]",0.1329
2021,11,14,7,180,14130,78.5,3,60,2554,0.1808,1272,1282,131,21.57,10.0,1725,275,217,337,9,0.0279,"{""IC"": 2085, ""S"": 425, ""PYO"": 4, ""HDM"": 40}","[5, 7, 6, 8, 9, 10, 11, 12, 13, 37]",0.1363
2021,11,15,1,216,16246,75.21,1,20,2223,0.1368,1105,1118,32,10.35,8.0,1781,428,14,0,21,0.0528,"{""IC"": 1632, ""S"": 341, ""PYO"": 10, ""HSM"": 64, ""HDM"": 77, ""MV"": 99}","[5, 6, 7, 8, 9, 11, 10, 13, 12, 14]",0.1319
2021,11,16,2,216,16394,75.9,3,148,1625,0.0991,813,812,35,9.65,7.0,1361,235,29,0,8,0.0618,"{""IC"": 1302, ""S"": 217, ""PYO"": 6, ""HSM"": 1, ""HDM"": 71, ""MV"": 28}","[5, 6, 7, 8, 9, 10, 17, 11, 13, 14]",0.1215
2021,11,17,3,220,16710,75.95,5,282,1973,0.1181,987,986,52,14.8,9.0,1254,397,322,0,14,0.0515,"{""IC"": 1365, ""S"": 350, ""HSM"": 23, ""HDM"": 56, ""MV"": 179}","[5, 6, 8, 7, 9, 10, 31, 11, 16, 20]",0.1211
2021,11,18,4,216,16452,76.17,7,228,1947,0.1183,981,966,212,17.22,7.0,1590,161,37,159,13,0.049,"{""S"": 188, ""IC"": 1656, ""PYO"": 18, ""HSM"": 1, ""HDM"": 16, ""MV"": 68}","[5, 6, 7, 8, 10, 9, 11, 12, 14, 13]",0.1246
2021,11,19,5,237,17740,74.85,5,130,4008,0.2259,1997,2011,55,13.25,10.0,2872,772,364,0,28,0.0342,"{""S"": 471, ""IC"": 3178, ""PYO"": 108, ""HSM"": 104, ""HDM"": 106, ""MUS"": 1, ""MV"": 40}","[5, 7, 6, 8, 9, 11, 12, 10, 13, 14]",0.1402
2021,11,20,6,177,12548,70.89,0,0,933,0.0744,461,472,64,12.29,8.0,778,93,13,49,10,0.0799,"{""S"": 260, ""IC"": 548, ""PYO"": 56, ""HDM"": 63, ""MUS"": 6}","[5, 6, 7, 9, 11, 10, 8, 13, 14, 12]",0.1362
2021,11,21,7,188,13914,74.01,1,14,2147,0.1543,1072,1075,82,16.37,8.0,1595,282,83,187,4,0.0394,"{""IC"": 1752, ""S"": 360, ""PYO"": 2, ""HSM"": 14, ""HDM"": 1, ""MV"": 14, ""V"": 4}","[5, 6, 8, 7, 9, 10, 11, 14, 12, 16]",0.1324
2021,11,22,1,212,16200,76.42,1,20,2978,0.1838,1496,1482,51,12.97,9.0,2234,388,356,0,11,0.0355,"{""IC"": 2471, ""S"": 392, ""PYO"": 30, ""HSM"": 33, ""HDM"": 35, ""MV"": 17}","[5, 6, 7, 8, 9, 10, 11, 12, 14, 13]",0.1391
2021,11,23,2,218,16444,75.43,4,386,3090,0.1879,1548,1542,109,13.96,9.0,2441,412,127,110,15,0.0343,"{""IC"": 2497, ""S"": 220, ""PYO"": 8, ""HSM"": 105, ""HDM"": 65, ""MV"": 195}","[5, 6, 7, 8, 9, 13, 10, 11, 12, 14]",0.1518
2021,11,24,3,209,16084,76.96,0,0,1949,0.1212,975,974,68,11.82,7.0,1648,155,101,45,6,0.0501,"{""IC"": 1444, ""S"": 346, ""PYO"": 38, ""HSM"": 102, ""HDM"": 19}","[5, 6, 7, 8, 9, 12, 11, 10, 15, 14]",0.1523
2021,11,25,4,216,16474,76.27,2,156,3585,0.2176,1787,1798,129,19.16,11.0,2219,825,315,226,29,0.0223,"{""IC"": 2889, ""S"": 422, ""PYO"": 15, ""HSM"": 40, ""HDM"": 97, ""MV"": 122}","[5, 6, 7, 8, 10, 9, 11, 15, 14, 16]",0.1664
2021,11,26,5,233,17672,75.85,11,250,3757,0.2126,1875,1882,68,13.49,9.0,2859,549,286,63,16,0.0299,"{""S"": 591, ""IC"": 2771, ""PYO"": 104, ""HSM"": 28, ""HDM"": 76, ""MUS"": 94, ""MV"": 88, ""V"": 5}","[5, 6, 7, 8, 9, 10, 11, 13, 12, 15]",0.1645
2021,11,27,6,192,12976,67.58,2,40,1893,0.1459,940,953,38,13.09,10.0,1308,426,159,0,16,0.0448,"{""IC"": 1272, ""S"": 250, ""PYO"": 146, ""HSM"": 12, ""HDM"": 85, ""MUS"": 125, ""MV"": 1, ""V"": 2}","[5, 6, 7, 8, 9, 10, 11, 13, 14, 18]",0.1748
2021,11,28,7,197,14646,74.35,5,72,2136,0.1458,1057,1079,191,15.54,9.0,1661,399,6,70,13,0.0368,"{""IC"": 1501, ""S"": 361, ""PYO"": 55, ""HDM"": 105, ""MUS"": 49, ""MV"": 43, ""V"": 22}","[5, 7, 6, 9, 8, 10, 11, 12, 13, 16]",0.1735
2021,11,29,1,213,16480,77.37,2,40,3376,0.2049,1687,1689,99,15.91,10.0,2142,879,247,108,22,0.0302,"{""IC"": 2669, ""S"": 450, ""PYO"": 39, ""HSM"": 164, ""HDM"": 54}","[5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",0.1766
2021,11,30,2,215,16578,77.11,4,194,3474,0.2096,1748,1726,56,14.91,11.0,2242,803,429,0,21,0.0328,"{""S"": 614, ""IC"": 2630, ""PYO"": 27, ""HSM"": 38, ""HDM"": 126, ""MV"": 39}","[5, 6, 7, 8, 9, 14, 16, 10, 13, 11]",0.1797
2021,12,1,3,214,16578,77.47,4,112,4730,0.2853,2371,2359,220,30.4,12.0,2756,851,418,705,25,0.0196,"{""IC"": 3680, ""S"": 680, ""PYO"": 193, ""HSM"": 22, ""HDM"": 136, ""MV"": 7, ""V"": 12}","[5, 8, 7, 6, 9, 10, 11, 12, 13, 17]",0.2031
2021,12,2,4,228,16998,74.55,4,272,4454,0.262,2228,2226,112,19.85,12.0,2619,932,622,281,31,0.0224,"{""IC"": 3354, ""S"": 514, ""PYO"": 75, ""HSM"": 15, ""HDM"": 191, ""MV"": 305}","[5, 6, 7, 8, 9, 10, 11, 13, 14, 12]",0.2094
2021,12,3,5,234,17980,76.84,8,254,5669,0.3153,2837,2832,132,20.94,10.0,3421,1007,834,407,33,0.0229,"{""IC"": 4473, ""S"": 829, ""PYO"": 95, ""HSM"": 45, ""HDM"": 187, ""MV"": 38, ""V"": 2}","[5, 6, 7, 9, 8, 10, 11, 15, 12, 13]",0.2241
2021,12,4,6,183,12798,69.93,1,30,2429,0.1898,1210,1219,131,17.98,8.0,1784,224,260,161,12,0.0338,"{""IC"": 1892, ""S"": 370, ""PYO"": 93, ""HSM"": 1, ""HDM"": 15, ""MV"": 58}","[6, 5, 7, 8, 9, 10, 13, 12, 11, 14]",0.2304
2021,12,5,7,162,11870,73.27,2,102,2837,0.239,1417,1420,201,20.99,9.0,2011,395,212,219,14,0.0301,"{""IC"": 2195, ""S"": 424, ""PYO"": 11, ""HSM"": 71, ""HDM"": 69, ""MV"": 67}","[5, 7, 6, 9, 8, 10, 11, 12, 13, 16]",0.2437
2021,12,6,1,181,14114,77.98,1,128,4293,0.3042,2141,2152,150,16.61,12.0,2551,1294,394,54,29,0.0221,"{""IC"": 3304, ""S"": 601, ""PYO"": 126, ""HSM"": 33, ""HDM"": 84, ""MV"": 145}","[7, 6, 5, 8, 9, 11, 12, 13, 10, 15]",0.2579
2021,12,7,2,213,16546,77.68,9,266,5775,0.349,2893,2882,54,15.3,12.0,3571,1502,702,0,34,0.0214,"{""IC"": 4310, ""S"": 1105, ""PYO"": 122, ""HSM"": 116, ""HDM"": 101, ""MV"": 21}","[5, 7, 6, 8, 9, 10, 14, 11, 15, 13]",0.2778
2021,12,8,3,213,16604,77.95,0,92,4637,0.2793,2324,2313,113,17.61,11.0,3021,1109,205,302,29,0.0215,"{""IC"": 3605, ""S"": 762, ""PYO"": 123, ""HSM"": 71, ""HDM"": 23, ""MV"": 53}","[5, 6, 7, 8, 11, 10, 9, 12, 13, 14]",0.2769
2021,12,9,4,217,16594,76.47,4,124,3803,0.2292,1902,1901,50,9.72,8.0,3248,489,66,0,17,0.0342,"{""IC"": 2858, ""S"": 835, ""PYO"": 36, ""HSM"": 11, ""HDM"": 43, ""MV"": 20}","[5, 6, 7, 8, 10, 9, 11, 12, 13, 20]",0.2723
2021,12,10,5,236,18038,76.43,1,122,4500,0.2495,2251,2249,151,12.94,9.0,3653,633,73,141,27,0.0349,"{""IC"": 3358, ""S"": 821, ""PYO"": 44, ""HSM"": 46, ""HDM"": 151, ""MV"": 80}","[5, 6, 7, 8, 11, 10, 12, 9, 13, 14]",0.2629
2021,12,11,6,186,13280,71.4,4,218,2285,0.1721,1142,1143,93,14.24,9.0,1730,327,152,76,8,0.035,"{""IC"": 1621, ""S"": 190, ""PYO"": 261, ""HSM"": 1, ""HDM"": 78, ""MV"": 134}","[5, 6, 7, 8, 9, 12, 13, 11, 10, 14]",0.2603
2021,12,12,7,190,14940,78.63,6,312,3977,0.2662,1986,1991,70,15.58,10.0,2618,783,552,24,26,0.0274,"{""IC"": 3084, ""S"": 533, ""PYO"": 22, ""HSM"": 83, ""HDM"": 89, ""AE"": 154, ""MV"": 12}","[5, 6, 8, 9, 7, 10, 12, 13, 11, 16]",0.2642
2021,12,13,1,220,17342,78.83,1,48,3871,0.2232,1939,1932,57,14.91,10.0,2451,989,431,0,21,0.0306,"{""IC"": 2778, ""S"": 788, ""PYO"": 41, ""HSM"": 42, ""HDM"": 89, ""AE"": 76, ""MV"": 57}","[5, 6, 7, 8, 9, 10, 12, 13, 21, 11]",0.2526
2021,12,14,2,218,17298,79.35,2,40,2888,0.167,1446,1442,104,15.65,11.0,1864,756,172,96,13,0.0397,"{""S"": 372, ""IC"": 2227, ""PYO"": 74, ""HSM"": 22, ""HDM"": 69, ""AE"": 103, ""MV"": 21}","[5, 6, 7, 13, 10, 9, 8, 12, 17, 11]",0.2266
2021,12,15,3,220,17336,78.8,2,520,2990,0.1725,1500,1490,137,21.78,10.0,1917,613,241,219,14,0.0311,"{""IC"": 2106, ""S"": 600, ""PYO"": 37, ""HSM"": 40, ""HDM"": 43, ""AE"": 120, ""MV"": 44}","[6, 5, 7, 8, 9, 10, 11, 12, 119, 13]",0.2114
2021,12,16,4,227,17844,78.61,0,500,2599,0.1457,1305,1294,54,12.02,8.0,1945,524,130,0,16,0.0476,"{""IC"": 1717, ""S"": 463, ""PYO"": 130, ""HSM"": 65, ""HDM"": 75, ""AE"": 63, ""MV"": 86}","[5, 6, 7, 8, 9, 10, 20, 11, 14, 16]",0.1995
2021,12,17,5,243,19276,79.33,7,892,3265,0.1694,1622,1643,148,13.03,9.0,2390,701,124,50,20,0.0433,"{""IC"": 2555, ""S"": 434, ""PYO"": 175, ""HSM"": 33, ""HDM"": 54, ""AE"": 14}","[5, 6, 7, 8, 11, 10, 9, 12, 14, 13]",0.188
2021,12,18,6,197,15870,80.56,3,588,2935,0.1849,1467,1468,207,22.82,10.0,2145,448,66,276,8,0.0224,"{""IC"": 2019, ""S"": 324, ""PYO"": 422, ""HDM"": 43, ""AE"": 25, ""MV"": 102}","[5, 7, 8, 6, 10, 11, 9, 12, 13, 17]",0.1898
2021,12,19,7,191,15394,80.6,0,494,2422,0.1573,1196,1226,138,15.11,8.0,1991,201,84,146,15,0.0425,"{""S"": 346, ""IC"": 1748, ""PYO"": 138, ""HSM"": 15, ""HDM"": 60, ""AE"": 115}","[5, 6, 7, 8, 11, 9, 10, 12, 13, 16]",0.1743
2021,12,20,1,226,18134,80.24,3,312,4679,0.258,2335,2344,87,16.91,12.0,2886,1055,624,114,28,0.0253,"{""IC"": 3406, ""S"": 774, ""PYO"": 267, ""HSM"": 23, ""HDM"": 88, ""AE"": 45, ""MV"": 76}","[5, 7, 6, 10, 8, 9, 14, 11, 12, 13]",0.1793
2021,12,21,2,219,17836,81.44,1,14,5095,0.2857,2548,2547,99,16.96,10.0,3492,843,458,302,24,0.0229,"{""IC"": 3692, ""S"": 917, ""PYO"": 281, ""HSM"": 33, ""HDM"": 111, ""AE"": 61}","[5, 6, 7, 9, 8, 10, 12, 11, 13, 14]",0.1962
2021,12,22,3,233,18500,79.4,4,260,4330,0.2341,2163,2167,119,16.15,10.0,3091,724,319,196,34,0.0266,"{""IC"": 3099, ""S"": 518, ""PYO"": 317, ""HSM"": 54, ""HDM"": 155, ""AE"": 71, ""MV"": 116}","[5, 6, 7, 10, 8, 9, 13, 11, 12, 14]",0.205
2021,12,23,4,239,18880,79.0,8,584,7807,0.4135,3909,3898,246,24.18,16.0,3576,2506,1282,443,44,0.0172,"{""S"": 1476, ""IC"": 5541, ""PYO"": 244, ""HSM"": 45, ""HDM"": 197, ""AE"": 192, ""MV"": 112}","[5, 7, 6, 8, 9, 10, 19, 17, 21, 14]",0.2433
2021,12,24,5,109,8240,75.6,0,0,2911,0.3533,1455,1456,230,22.37,10.0,2055,438,283,135,16,0.0157,"{""IC"": 1950, ""S"": 729, ""HSM"": 20, ""HDM"": 58, ""AE"": 146, ""MV"": 8}","[5, 6, 8, 7, 9, 10, 11, 12, 13, 14]",0.2695
2021,12,25,6,143,11750,82.17,4,96,2881,0.2452,1442,1439,50,11.04,9.0,2326,471,84,0,16,0.0338,"{""IC"": 2153, ""S"": 448, ""PYO"": 109, ""HSM"": 29, ""HDM"": 16, ""AE"": 48, ""MV"": 78}","[7, 5, 6, 8, 9, 10, 11, 14, 13, 15]",0.2782
2021,12,26,7,196,15796,80.59,5,440,5489,0.3475,2745,2744,125,20.72,11.0,3581,953,521,434,38,0.0196,"{""IC"": 4014, ""S"": 984, ""PYO"": 227, ""HSM"": 1, ""HDM"": 130, ""AE"": 101, ""MV"": 32}","[5, 6, 8, 7, 9, 10, 12, 11, 13, 14]",0.3053
2021,12,27,1,221,17704,80.11,5,316,5709,0.3225,2849,2860,60,15.12,11.0,3473,1621,607,8,25,0.0234,"{""IC"": 4221, ""S"": 738, ""PYO"": 446, ""HSM"": 34, ""HDM"": 65, ""AE"": 98, ""MV"": 107}","[5, 6, 7, 8, 9, 10, 13, 11, 18, 12]",0.3145
2021,12,28,2,215,17344,80.67,3,98,2431,0.1402,1210,1221,52,12.55,9.0,1750,503,178,0,14,0.0467,"{""S"": 493, ""IC"": 1281, ""PYO"": 383, ""HSM"": 108, ""HDM"": 40, ""AE"": 78, ""MV"": 48}","[5, 6, 7, 8, 9, 11, 15, 14, 12, 13]",0.2938
2021,12,29,3,218,17486,80.21,1,66,3638,0.2081,1817,1821,129,21.3,10.0,2165,779,338,356,19,0.0252,"{""S"": 389, ""IC"": 2951, ""PYO"": 185, ""HSM"": 40, ""HDM"": 47, ""MV"": 26}","[5, 6, 7, 8, 9, 10, 11, 18, 12, 17]",0.29
2021,12,30,4,221,17488,79.13,17,326,3638,0.208,1824,1814,50,12.28,10.0,2603,836,199,0,15,0.0362,"{""S"": 587, ""IC"": 2711, ""PYO"": 182, ""HSM"": 11, ""HDM"": 109, ""AE"": 24, ""MV"": 14}","[5, 6, 8, 7, 10, 11, 12, 9, 13, 16]",0.2607
2021,12,31,5,237,18416,77.7,11,910,3360,0.1825,1675,1685,64,13.46,9.0,2447,621,278,14,24,0.0414,"{""IC"": 2466, ""S"": 592, ""PYO"": 169, ""HDM"": 99, ""AE"": 6, ""MV"": 28}","[5, 6, 9, 7, 8, 10, 11, 14, 12, 13]",0.2363
2022,1,1,6,187,15678,83.84,2,238,2616,0.1669,1312,1304,192,17.6,11.0,1616,449,490,61,18,0.0441,"{""IC"": 1899, ""S"": 231, ""PYO"": 111, ""HDM"": 31, ""AE"": 137, ""MV"": 207}","[5, 6, 7, 10, 8, 9, 11, 12, 13, 14]",0.2251
2022,1,2,7,192,15348,79.94,2,130,4449,0.2899,2224,2225,140,23.0,12.0,2635,776,470,568,23,0.0198,"{""IC"": 3279, ""S"": 698, ""PYO"": 359, ""HSM"": 13, ""HDM"": 46, ""AE"": 12, ""MV"": 42}","[5, 6, 7, 8, 11, 10, 9, 12, 13, 14]",0.2169
2022,1,3,1,220,17538,79.72,6,138,4627,0.2638,2320,2307,150,13.65,10.0,3136,1104,357,30,22,0.0309,"{""IC"": 3605, ""S"": 524, ""PYO"": 299, ""HSM"": 8, ""HDM"": 66, ""AE"": 95, ""MV"": 30}","[5, 6, 7, 8, 9, 10, 11, 15, 16, 14]",0.2085
2022,1,4,2,215,17282,80.38,2,104,5041,0.2917,2532,2509,96,15.65,11.0,3266,1243,409,123,33,0.0243,"{""IC"": 3593, ""S"": 715, ""PYO"": 315, ""HSM"": 22, ""HDM"": 170, ""AE"": 178, ""MV"": 48}","[5, 6, 7, 8, 10, 9, 11, 12, 14, 13]",0.2301
2022,1,5,3,197,16810,85.33,5,224,3842,0.2286,1920,1922,98,15.84,12.0,2310,989,533,10,24,0.0343,"{""IC"": 3039, ""S"": 256, ""PYO"": 132, ""HDM"": 147, ""AE"": 149, ""MV"": 119}","[5, 6, 7, 8, 9, 10, 11, 13, 15, 12]",0.2331
2022,1,6,4,173,15374,88.87,4,284,4752,0.3091,2379,2373,105,15.52,10.0,3474,750,398,130,25,0.0228,"{""IC"": 3609, ""S"": 428, ""PYO"": 372, ""HDM"": 81, ""AE"": 153, ""MV"": 109}","[5, 6, 8, 7, 9, 10, 11, 13, 12, 14]",0.2475
2022,1,7,5,208,17656,84.88,3,132,3849,0.218,1924,1925,63,14.57,9.0,2635,697,466,51,23,0.0315,"{""IC"": 2755, ""S"": 602, ""PYO"": 247, ""HDM"": 138, ""AE"": 61, ""MV"": 46}","[5, 6, 7, 9, 8, 10, 11, 12, 15, 16]",0.2526
2022,1,8,6,171,14996,87.7,4,216,2163,0.1442,1081,1082,199,16.99,8.0,1493,246,351,73,16,0.0429,"{""S"": 208, ""IC"": 1694, ""PYO"": 222, ""HDM"": 39}","[5, 6, 7, 8, 9, 10, 12, 44, 11, 13]",0.2493
2022,1,9,7,173,14832,85.73,1,48,4605,0.3105,2297,2308,157,21.14,11.0,2795,971,410,429,25,0.0194,"{""IC"": 3685, ""S"": 624, ""PYO"": 174, ""HDM"": 122}","[5, 6, 7, 8, 9, 10, 11, 12, 17, 14]",0.2523
2022,1,10,1,188,16032,85.28,10,254,3363,0.2098,1686,1677,208,16.41,10.0,2349,570,301,143,21,0.0368,"{""IC"": 2551, ""S"": 476, ""PYO"": 98, ""HDM"": 72, ""AE"": 120, ""MV"": 46}","[5, 6, 7, 9, 10, 8, 12, 11, 15, 13]",0.2446
2022,1,11,2,180,15484,86.02,17,342,5863,0.3786,2942,2921,152,22.79,12.0,3293,1220,917,433,27,0.015,"{""IC"": 4472, ""S"": 896, ""PYO"": 254, ""HDM"": 72, ""AE"": 158, ""MV"": 11}","[5, 6, 7, 9, 8, 10, 11, 12, 13, 15]",0.257
2022,1,12,3,190,15898,83.67,10,1054,3763,0.2367,1888,1875,366,27.19,12.0,2245,503,625,390,13,0.0274,"{""IC"": 2741, ""S"": 459, ""PYO"": 219, ""HDM"": 14, ""AE"": 150, ""MV"": 180}","[5, 6, 10, 7, 9, 11, 8, 12, 13, 14]",0.2581
2022,1,13,4,192,16182,84.28,1,68,2120,0.131,1058,1062,68,9.06,7.0,1954,110,31,25,10,0.0554,"{""IC"": 1701, ""S"": 245, ""PYO"": 79, ""HDM"": 36, ""AE"": 59}","[5, 6, 7, 8, 9, 10, 12, 11, 13, 16]",0.2327
2022,1,14,5,211,17560,83.22,0,40,2267,0.1291,1128,1139,52,13.74,10.0,1439,695,133,0,11,0.0482,"{""IC"": 1631, ""S"": 307, ""PYO"": 116, ""HDM"": 48, ""AE"": 6, ""MV"": 159}","[5, 6, 7, 9, 15, 8, 10, 13, 14, 20]",0.22
2022,1,15,6,170,14588,85.81,1,104,1613,0.1106,810,803,115,9.69,8.0,1397,182,31,3,6,0.0744,"{""IC"": 1317, ""S"": 116, ""PYO"": 87, ""HDM"": 9, ""AE"": 70, ""MUS"": 8, ""MV"": 6}","[5, 6, 7, 10, 8, 9, 11, 12, 13, 15]",0.2152
2022,1,16,7,177,14758,83.38,1,90,2528,0.1713,1259,1269,124,13.05,10.0,1738,639,147,4,16,0.0459,"{""IC"": 2025, ""S"": 291, ""PYO"": 39, ""HDM"": 38, ""AE"": 6, ""MUS"": 5, ""MV"": 124}","[5, 6, 7, 8, 9, 11, 10, 15, 13, 12]",0.1953
2022,1,17,1,188,16024,85.23,2,64,3501,0.2185,1755,1746,95,12.57,9.0,2530,758,185,28,19,0.0364,"{""IC"": 2783, ""S"": 488, ""PYO"": 67, ""HDM"": 85, ""AE"": 20, ""MV"": 58}","[5, 6, 7, 9, 8, 10, 11, 12, 16, 18]",0.1965
2022,1,18,2,184,15684,85.24,2,186,1965,0.1253,987,978,144,17.59,8.0,1563,223,13,166,13,0.043,"{""IC"": 1525, ""S"": 280, ""PYO"": 28, ""HDM"": 33, ""AE"": 8, ""MV"": 91}","[5, 6, 7, 9, 8, 10, 11, 12, 13, 15]",0.1604
2022,1,19,3,181,15498,85.62,0,76,2091,0.1349,1050,1041,169,22.58,10.0,1380,384,190,137,16,0.0382,"{""IC"": 1596, ""S"": 324, ""PYO"": 7, ""HDM"": 130, ""AE"": 6, ""MV"": 28}","[5, 6, 7, 9, 8, 13, 12, 10, 16, 11]",0.1458
2022,1,20,4,198,16548,83.58,5,190,3715,0.2245,1861,1854,46,11.05,8.0,2879,683,153,0,12,0.0352,"{""IC"": 3077, ""S"": 431, ""HDM"": 35, ""AE"": 99, ""MV"": 73}","[5, 6, 7, 8, 9, 10, 11, 15, 13, 12]",0.1592
2022,1,21,5,210,17466,83.17,5,126,3954,0.2264,1981,1973,107,13.37,9.0,2633,1053,238,30,22,0.0333,"{""IC"": 3008, ""S"": 741, ""PYO"": 72, ""HDM"": 109, ""AE"": 24}","[5, 6, 7, 8, 9, 10, 12, 20, 19, 13]",0.1731
2022,1,22,6,166,14534,87.55,4,150,2096,0.1442,1046,1050,74,13.17,9.0,1485,437,154,20,8,0.0463,"{""IC"": 1715, ""S"": 235, ""PYO"": 85, ""HDM"": 42, ""AE"": 19}","[5, 6, 7, 9, 8, 10, 11, 17, 15, 14]",0.1779
2022,1,23,7,169,14478,85.67,1,20,2712,0.1873,1351,1361,71,18.88,11.0,1681,491,373,167,14,0.03,"{""IC"": 2149, ""S"": 413, ""PYO"": 70, ""HDM"": 69, ""AE"": 11}","[5, 6, 8, 7, 9, 10, 11, 13, 12, 15]",0.1802
2022,1,24,1,179,14896,83.22,1,92,1854,0.1245,925,929,79,17.05,11.0,1236,300,235,83,14,0.0451,"{""S"": 386, ""IC"": 1380, ""PYO"": 42, ""HDM"": 42, ""MV"": 4}","[5, 6, 7, 13, 9, 12, 8, 14, 11, 42]",0.1667
2022,1,25,2,170,14018,82.46,3,84,1232,0.0879,611,621,40,13.0,8.0,841,333,58,0,10,0.0697,"{""IC"": 874, ""S"": 178, ""PYO"": 27, ""HDM"": 53, ""AE"": 80, ""MV"": 20}","[5, 6, 7, 8, 9, 10, 20, 21, 11, 28]",0.1614
2022,1,26,3,171,14026,82.02,4,128,2739,0.1953,1372,1367,82,15.63,12.0,1696,779,191,73,12,0.0336,"{""IC"": 2143, ""S"": 299, ""PYO"": 172, ""HDM"": 9, ""AE"": 88, ""MV"": 28}","[5, 6, 7, 8, 9, 12, 10, 14, 17, 11]",0.17
2022,1,27,4,178,14416,80.99,6,206,3035,0.2105,1511,1524,60,15.95,12.0,1714,1036,283,2,19,0.0292,"{""IC"": 2307, ""S"": 566, ""PYO"": 54, ""HDM"": 20, ""AE"": 6, ""MV"": 82}","[5, 6, 8, 7, 9, 10, 11, 12, 17, 16]",0.168
2022,1,28,5,199,16684,83.84,0,24,2910,0.1744,1447,1463,86,12.34,8.0,2364,368,59,119,13,0.0409,"{""IC"": 2421, ""S"": 221, ""PYO"": 110, ""HDM"": 64, ""AE"": 6, ""MV"": 88}","[5, 6, 7, 8, 9, 10, 11, 15, 12, 13]",0.1606
2022,1,29,6,164,13998,85.35,2,118,3711,0.2651,1858,1853,142,17.22,14.0,1922,1141,647,1,15,0.0236,"{""IC"": 3081, ""S"": 389, ""PYO"": 188, ""HDM"": 48, ""AE"": 2, ""V"": 3}","[5, 6, 8, 10, 9, 7, 11, 19, 12, 18]",0.1779
2022,1,30,7,161,13600,84.47,3,184,6218,0.4572,3115,3103,77,16.59,12.0,3597,1917,528,176,43,0.0225,"{""IC"": 5014, ""S"": 541, ""PYO"": 117, ""HDM"": 276, ""AE"": 186, ""MV"": 84}","[6, 5, 7, 8, 9, 11, 10, 12, 13, 16]",0.2164
2022,1,31,1,188,15280,81.28,8,598,7063,0.4622,3538,3525,152,27.94,15.0,3389,1704,1163,807,37,0.0169,"{""IC"": 5132, ""S"": 1319, ""PYO"": 96, ""HDM"": 185, ""AE"": 49, ""MV"": 242, ""V"": 40}","[5, 6, 7, 8, 9, 14, 15, 10, 13, 12]",0.2647
2022,2,1,2,180,14440,80.22,11,484,5261,0.3643,2645,2616,69,14.7,11.0,3455,1296,451,59,28,0.0232,"{""IC"": 4039, ""S"": 775, ""PYO"": 125, ""HDM"": 79, ""AE"": 83, ""MV"": 156, ""V"": 4}","[5, 6, 8, 9, 7, 10, 11, 12, 13, 14]",0.3041
